name	species	breed	breedIndividual	gender	age	size	headType	stimOnOff	duration
human3	human	NA	NA	f	22	NA	NA	on	257
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	416
human3	human	NA	NA	f	22	NA	NA	on	288
human3	human	NA	NA	f	22	NA	NA	on	385
human3	human	NA	NA	f	22	NA	NA	on	302
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	504
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	728
human3	human	NA	NA	f	22	NA	NA	on	267
human3	human	NA	NA	f	22	NA	NA	on	222
human3	human	NA	NA	f	22	NA	NA	on	157
human3	human	NA	NA	f	22	NA	NA	on	441
human3	human	NA	NA	f	22	NA	NA	on	851
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	300
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	281
human3	human	NA	NA	f	22	NA	NA	on	375
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	319
human3	human	NA	NA	f	22	NA	NA	on	347
human3	human	NA	NA	f	22	NA	NA	on	408
human3	human	NA	NA	f	22	NA	NA	on	308
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	766
human3	human	NA	NA	f	22	NA	NA	on	749
human3	human	NA	NA	f	22	NA	NA	on	690
human3	human	NA	NA	f	22	NA	NA	on	676
human3	human	NA	NA	f	22	NA	NA	on	351
human3	human	NA	NA	f	22	NA	NA	on	163
human3	human	NA	NA	f	22	NA	NA	on	567
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	1846
human3	human	NA	NA	f	22	NA	NA	on	207
human3	human	NA	NA	f	22	NA	NA	on	545
human3	human	NA	NA	f	22	NA	NA	on	409
human3	human	NA	NA	f	22	NA	NA	on	361
human3	human	NA	NA	f	22	NA	NA	on	346
human3	human	NA	NA	f	22	NA	NA	on	85
human3	human	NA	NA	f	22	NA	NA	off	NA
human3	human	NA	NA	f	22	NA	NA	on	511
human3	human	NA	NA	f	22	NA	NA	on	581
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	3488
human13	human	NA	NA	m	45	NA	NA	on	443
human13	human	NA	NA	m	45	NA	NA	on	1184
human13	human	NA	NA	m	45	NA	NA	on	874
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	2300
human13	human	NA	NA	m	45	NA	NA	on	350
human13	human	NA	NA	m	45	NA	NA	on	1052
human13	human	NA	NA	m	45	NA	NA	on	376
human13	human	NA	NA	m	45	NA	NA	on	96
human13	human	NA	NA	m	45	NA	NA	on	1160
human13	human	NA	NA	m	45	NA	NA	on	991
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	2548
human13	human	NA	NA	m	45	NA	NA	on	2489
human13	human	NA	NA	m	45	NA	NA	on	835
human13	human	NA	NA	m	45	NA	NA	on	678
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	342
human13	human	NA	NA	m	45	NA	NA	on	1317
human13	human	NA	NA	m	45	NA	NA	on	140
human13	human	NA	NA	m	45	NA	NA	on	663
human13	human	NA	NA	m	45	NA	NA	on	686
human13	human	NA	NA	m	45	NA	NA	on	195
human13	human	NA	NA	m	45	NA	NA	on	211
human13	human	NA	NA	m	45	NA	NA	on	280
human13	human	NA	NA	m	45	NA	NA	on	553
human13	human	NA	NA	m	45	NA	NA	on	274
human13	human	NA	NA	m	45	NA	NA	on	573
human13	human	NA	NA	m	45	NA	NA	on	351
human13	human	NA	NA	m	45	NA	NA	on	120
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	388
human13	human	NA	NA	m	45	NA	NA	on	439
human13	human	NA	NA	m	45	NA	NA	on	927
human13	human	NA	NA	m	45	NA	NA	on	274
human13	human	NA	NA	m	45	NA	NA	on	584
human13	human	NA	NA	m	45	NA	NA	on	472
human13	human	NA	NA	m	45	NA	NA	on	3182
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	349
human13	human	NA	NA	m	45	NA	NA	on	191
human13	human	NA	NA	m	45	NA	NA	on	119
human13	human	NA	NA	m	45	NA	NA	on	476
human13	human	NA	NA	m	45	NA	NA	on	61
human13	human	NA	NA	m	45	NA	NA	on	204
human13	human	NA	NA	m	45	NA	NA	on	84
human13	human	NA	NA	m	45	NA	NA	on	169
human13	human	NA	NA	m	45	NA	NA	on	471
human13	human	NA	NA	m	45	NA	NA	on	431
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	538
human13	human	NA	NA	m	45	NA	NA	on	1125
human13	human	NA	NA	m	45	NA	NA	on	432
human13	human	NA	NA	m	45	NA	NA	on	1235
human13	human	NA	NA	m	45	NA	NA	on	376
human13	human	NA	NA	m	45	NA	NA	on	1485
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	819
human13	human	NA	NA	m	45	NA	NA	on	2132
human13	human	NA	NA	m	45	NA	NA	on	2237
human13	human	NA	NA	m	45	NA	NA	on	1169
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	1365
human13	human	NA	NA	m	45	NA	NA	on	1568
human13	human	NA	NA	m	45	NA	NA	on	653
human13	human	NA	NA	m	45	NA	NA	on	1803
human13	human	NA	NA	m	45	NA	NA	on	242
human13	human	NA	NA	m	45	NA	NA	on	614
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	778
human13	human	NA	NA	m	45	NA	NA	on	429
human13	human	NA	NA	m	45	NA	NA	on	1098
human13	human	NA	NA	m	45	NA	NA	on	327
human13	human	NA	NA	m	45	NA	NA	on	179
human13	human	NA	NA	m	45	NA	NA	on	310
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	354
human13	human	NA	NA	m	45	NA	NA	on	4718
human13	human	NA	NA	m	45	NA	NA	on	1358
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	277
human13	human	NA	NA	m	45	NA	NA	on	1368
human13	human	NA	NA	m	45	NA	NA	on	532
human13	human	NA	NA	m	45	NA	NA	on	359
human13	human	NA	NA	m	45	NA	NA	on	2162
human13	human	NA	NA	m	45	NA	NA	on	433
human13	human	NA	NA	m	45	NA	NA	on	453
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	154
human13	human	NA	NA	m	45	NA	NA	on	1578
human13	human	NA	NA	m	45	NA	NA	on	1393
human13	human	NA	NA	m	45	NA	NA	on	638
human13	human	NA	NA	m	45	NA	NA	on	1583
human13	human	NA	NA	m	45	NA	NA	on	294
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	868
human13	human	NA	NA	m	45	NA	NA	on	188
human13	human	NA	NA	m	45	NA	NA	on	567
human13	human	NA	NA	m	45	NA	NA	on	354
human13	human	NA	NA	m	45	NA	NA	on	346
human13	human	NA	NA	m	45	NA	NA	on	1851
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	off	NA
human13	human	NA	NA	m	45	NA	NA	on	297
human13	human	NA	NA	m	45	NA	NA	on	990
human13	human	NA	NA	m	45	NA	NA	on	1352
human13	human	NA	NA	m	45	NA	NA	on	467
human13	human	NA	NA	m	45	NA	NA	on	381
human13	human	NA	NA	m	45	NA	NA	on	1029
human13	human	NA	NA	m	45	NA	NA	on	197
human13	human	NA	NA	m	45	NA	NA	on	535
human13	human	NA	NA	m	45	NA	NA	on	793
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	594
human9	human	NA	NA	f	23	NA	NA	on	384
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	147
human9	human	NA	NA	f	23	NA	NA	on	313
human9	human	NA	NA	f	23	NA	NA	on	307
human9	human	NA	NA	f	23	NA	NA	on	410
human9	human	NA	NA	f	23	NA	NA	on	280
human9	human	NA	NA	f	23	NA	NA	on	598
human9	human	NA	NA	f	23	NA	NA	on	113
human9	human	NA	NA	f	23	NA	NA	on	364
human9	human	NA	NA	f	23	NA	NA	on	177
human9	human	NA	NA	f	23	NA	NA	on	1029
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	129
human9	human	NA	NA	f	23	NA	NA	on	442
human9	human	NA	NA	f	23	NA	NA	on	596
human9	human	NA	NA	f	23	NA	NA	on	274
human9	human	NA	NA	f	23	NA	NA	on	771
human9	human	NA	NA	f	23	NA	NA	on	493
human9	human	NA	NA	f	23	NA	NA	on	785
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	250
human9	human	NA	NA	f	23	NA	NA	on	385
human9	human	NA	NA	f	23	NA	NA	on	449
human9	human	NA	NA	f	23	NA	NA	on	64
human9	human	NA	NA	f	23	NA	NA	on	902
human9	human	NA	NA	f	23	NA	NA	on	358
human9	human	NA	NA	f	23	NA	NA	on	574
human9	human	NA	NA	f	23	NA	NA	on	2548
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	325
human9	human	NA	NA	f	23	NA	NA	on	293
human9	human	NA	NA	f	23	NA	NA	on	1753
human9	human	NA	NA	f	23	NA	NA	on	162
human9	human	NA	NA	f	23	NA	NA	on	272
human9	human	NA	NA	f	23	NA	NA	on	999
human9	human	NA	NA	f	23	NA	NA	on	760
human9	human	NA	NA	f	23	NA	NA	on	506
human9	human	NA	NA	f	23	NA	NA	on	481
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	137
human9	human	NA	NA	f	23	NA	NA	on	471
human9	human	NA	NA	f	23	NA	NA	on	98
human9	human	NA	NA	f	23	NA	NA	on	180
human9	human	NA	NA	f	23	NA	NA	on	2264
human9	human	NA	NA	f	23	NA	NA	on	1113
human9	human	NA	NA	f	23	NA	NA	on	617
human9	human	NA	NA	f	23	NA	NA	on	387
human9	human	NA	NA	f	23	NA	NA	on	202
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	170
human9	human	NA	NA	f	23	NA	NA	on	461
human9	human	NA	NA	f	23	NA	NA	on	155
human9	human	NA	NA	f	23	NA	NA	on	136
human9	human	NA	NA	f	23	NA	NA	on	368
human9	human	NA	NA	f	23	NA	NA	on	629
human9	human	NA	NA	f	23	NA	NA	on	454
human9	human	NA	NA	f	23	NA	NA	on	204
human9	human	NA	NA	f	23	NA	NA	on	101
human9	human	NA	NA	f	23	NA	NA	on	965
human9	human	NA	NA	f	23	NA	NA	on	1252
human9	human	NA	NA	f	23	NA	NA	on	400
human9	human	NA	NA	f	23	NA	NA	on	235
human9	human	NA	NA	f	23	NA	NA	on	161
human9	human	NA	NA	f	23	NA	NA	on	582
human9	human	NA	NA	f	23	NA	NA	on	396
human9	human	NA	NA	f	23	NA	NA	on	169
human9	human	NA	NA	f	23	NA	NA	on	354
human9	human	NA	NA	f	23	NA	NA	on	560
human9	human	NA	NA	f	23	NA	NA	on	319
human9	human	NA	NA	f	23	NA	NA	on	109
human9	human	NA	NA	f	23	NA	NA	on	252
human9	human	NA	NA	f	23	NA	NA	on	462
human9	human	NA	NA	f	23	NA	NA	on	129
human9	human	NA	NA	f	23	NA	NA	on	503
human9	human	NA	NA	f	23	NA	NA	on	296
human9	human	NA	NA	f	23	NA	NA	on	211
human9	human	NA	NA	f	23	NA	NA	on	99
human9	human	NA	NA	f	23	NA	NA	on	389
human9	human	NA	NA	f	23	NA	NA	on	333
human9	human	NA	NA	f	23	NA	NA	on	312
human9	human	NA	NA	f	23	NA	NA	on	287
human9	human	NA	NA	f	23	NA	NA	on	1190
human9	human	NA	NA	f	23	NA	NA	on	205
human9	human	NA	NA	f	23	NA	NA	on	877
human9	human	NA	NA	f	23	NA	NA	on	270
human9	human	NA	NA	f	23	NA	NA	on	260
human9	human	NA	NA	f	23	NA	NA	on	393
human9	human	NA	NA	f	23	NA	NA	on	240
human9	human	NA	NA	f	23	NA	NA	on	226
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	179
human9	human	NA	NA	f	23	NA	NA	on	440
human9	human	NA	NA	f	23	NA	NA	on	750
human9	human	NA	NA	f	23	NA	NA	on	65
human9	human	NA	NA	f	23	NA	NA	on	1650
human9	human	NA	NA	f	23	NA	NA	on	339
human9	human	NA	NA	f	23	NA	NA	on	266
human9	human	NA	NA	f	23	NA	NA	on	293
human9	human	NA	NA	f	23	NA	NA	on	313
human9	human	NA	NA	f	23	NA	NA	on	78
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	298
human9	human	NA	NA	f	23	NA	NA	on	954
human9	human	NA	NA	f	23	NA	NA	on	236
human9	human	NA	NA	f	23	NA	NA	on	593
human9	human	NA	NA	f	23	NA	NA	on	245
human9	human	NA	NA	f	23	NA	NA	on	233
human9	human	NA	NA	f	23	NA	NA	on	953
human9	human	NA	NA	f	23	NA	NA	on	561
human9	human	NA	NA	f	23	NA	NA	on	183
human9	human	NA	NA	f	23	NA	NA	on	162
human9	human	NA	NA	f	23	NA	NA	on	590
human9	human	NA	NA	f	23	NA	NA	on	273
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	419
human9	human	NA	NA	f	23	NA	NA	on	810
human9	human	NA	NA	f	23	NA	NA	on	100
human9	human	NA	NA	f	23	NA	NA	on	654
human9	human	NA	NA	f	23	NA	NA	on	651
human9	human	NA	NA	f	23	NA	NA	on	1964
human9	human	NA	NA	f	23	NA	NA	on	681
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	173
human9	human	NA	NA	f	23	NA	NA	on	434
human9	human	NA	NA	f	23	NA	NA	on	319
human9	human	NA	NA	f	23	NA	NA	on	385
human9	human	NA	NA	f	23	NA	NA	on	287
human9	human	NA	NA	f	23	NA	NA	on	645
human9	human	NA	NA	f	23	NA	NA	on	895
human9	human	NA	NA	f	23	NA	NA	on	194
human9	human	NA	NA	f	23	NA	NA	on	821
human9	human	NA	NA	f	23	NA	NA	on	284
human9	human	NA	NA	f	23	NA	NA	on	291
human9	human	NA	NA	f	23	NA	NA	on	315
human9	human	NA	NA	f	23	NA	NA	on	271
human9	human	NA	NA	f	23	NA	NA	on	475
human9	human	NA	NA	f	23	NA	NA	on	806
human9	human	NA	NA	f	23	NA	NA	on	486
human9	human	NA	NA	f	23	NA	NA	on	541
human9	human	NA	NA	f	23	NA	NA	on	280
human9	human	NA	NA	f	23	NA	NA	on	103
human9	human	NA	NA	f	23	NA	NA	on	1361
human9	human	NA	NA	f	23	NA	NA	on	201
human9	human	NA	NA	f	23	NA	NA	on	368
human9	human	NA	NA	f	23	NA	NA	on	346
human9	human	NA	NA	f	23	NA	NA	on	704
human9	human	NA	NA	f	23	NA	NA	on	428
human9	human	NA	NA	f	23	NA	NA	on	338
human9	human	NA	NA	f	23	NA	NA	on	355
human9	human	NA	NA	f	23	NA	NA	on	344
human9	human	NA	NA	f	23	NA	NA	on	262
human9	human	NA	NA	f	23	NA	NA	on	331
human9	human	NA	NA	f	23	NA	NA	on	377
human9	human	NA	NA	f	23	NA	NA	on	158
human9	human	NA	NA	f	23	NA	NA	on	250
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	471
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	844
human9	human	NA	NA	f	23	NA	NA	on	348
human9	human	NA	NA	f	23	NA	NA	on	65
human9	human	NA	NA	f	23	NA	NA	on	428
human9	human	NA	NA	f	23	NA	NA	on	430
human9	human	NA	NA	f	23	NA	NA	on	387
human9	human	NA	NA	f	23	NA	NA	on	431
human9	human	NA	NA	f	23	NA	NA	on	331
human9	human	NA	NA	f	23	NA	NA	on	269
human9	human	NA	NA	f	23	NA	NA	on	1085
human9	human	NA	NA	f	23	NA	NA	on	359
human9	human	NA	NA	f	23	NA	NA	on	196
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	off	NA
human9	human	NA	NA	f	23	NA	NA	on	346
human9	human	NA	NA	f	23	NA	NA	on	436
human9	human	NA	NA	f	23	NA	NA	on	533
human9	human	NA	NA	f	23	NA	NA	on	149
human9	human	NA	NA	f	23	NA	NA	on	424
human9	human	NA	NA	f	23	NA	NA	on	445
human9	human	NA	NA	f	23	NA	NA	on	316
human9	human	NA	NA	f	23	NA	NA	on	303
human9	human	NA	NA	f	23	NA	NA	on	175
human9	human	NA	NA	f	23	NA	NA	on	333
human9	human	NA	NA	f	23	NA	NA	on	213
human9	human	NA	NA	f	23	NA	NA	on	263
human9	human	NA	NA	f	23	NA	NA	on	268
human9	human	NA	NA	f	23	NA	NA	on	309
human9	human	NA	NA	f	23	NA	NA	on	635
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	353
human6	human	NA	NA	m	22	NA	NA	on	528
human6	human	NA	NA	m	22	NA	NA	on	139
human6	human	NA	NA	m	22	NA	NA	on	223
human6	human	NA	NA	m	22	NA	NA	on	362
human6	human	NA	NA	m	22	NA	NA	on	469
human6	human	NA	NA	m	22	NA	NA	on	409
human6	human	NA	NA	m	22	NA	NA	on	443
human6	human	NA	NA	m	22	NA	NA	on	229
human6	human	NA	NA	m	22	NA	NA	on	300
human6	human	NA	NA	m	22	NA	NA	on	422
human6	human	NA	NA	m	22	NA	NA	on	436
human6	human	NA	NA	m	22	NA	NA	on	335
human6	human	NA	NA	m	22	NA	NA	on	302
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	361
human6	human	NA	NA	m	22	NA	NA	on	499
human6	human	NA	NA	m	22	NA	NA	on	299
human6	human	NA	NA	m	22	NA	NA	on	385
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	512
human6	human	NA	NA	m	22	NA	NA	on	408
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	414
human6	human	NA	NA	m	22	NA	NA	on	162
human6	human	NA	NA	m	22	NA	NA	on	201
human6	human	NA	NA	m	22	NA	NA	on	350
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	315
human6	human	NA	NA	m	22	NA	NA	on	570
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	285
human6	human	NA	NA	m	22	NA	NA	on	604
human6	human	NA	NA	m	22	NA	NA	on	292
human6	human	NA	NA	m	22	NA	NA	on	735
human6	human	NA	NA	m	22	NA	NA	on	211
human6	human	NA	NA	m	22	NA	NA	on	221
human6	human	NA	NA	m	22	NA	NA	on	192
human6	human	NA	NA	m	22	NA	NA	on	746
human6	human	NA	NA	m	22	NA	NA	on	472
human6	human	NA	NA	m	22	NA	NA	on	139
human6	human	NA	NA	m	22	NA	NA	on	231
human6	human	NA	NA	m	22	NA	NA	on	495
human6	human	NA	NA	m	22	NA	NA	on	341
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	278
human6	human	NA	NA	m	22	NA	NA	on	800
human6	human	NA	NA	m	22	NA	NA	on	309
human6	human	NA	NA	m	22	NA	NA	on	161
human6	human	NA	NA	m	22	NA	NA	on	353
human6	human	NA	NA	m	22	NA	NA	on	329
human6	human	NA	NA	m	22	NA	NA	on	247
human6	human	NA	NA	m	22	NA	NA	on	517
human6	human	NA	NA	m	22	NA	NA	on	462
human6	human	NA	NA	m	22	NA	NA	on	414
human6	human	NA	NA	m	22	NA	NA	on	516
human6	human	NA	NA	m	22	NA	NA	on	353
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	223
human6	human	NA	NA	m	22	NA	NA	on	310
human6	human	NA	NA	m	22	NA	NA	on	461
human6	human	NA	NA	m	22	NA	NA	on	301
human6	human	NA	NA	m	22	NA	NA	on	372
human6	human	NA	NA	m	22	NA	NA	on	415
human6	human	NA	NA	m	22	NA	NA	on	366
human6	human	NA	NA	m	22	NA	NA	on	257
human6	human	NA	NA	m	22	NA	NA	on	355
human6	human	NA	NA	m	22	NA	NA	on	77
human6	human	NA	NA	m	22	NA	NA	on	447
human6	human	NA	NA	m	22	NA	NA	on	186
human6	human	NA	NA	m	22	NA	NA	on	664
human6	human	NA	NA	m	22	NA	NA	on	405
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	910
human6	human	NA	NA	m	22	NA	NA	on	162
human6	human	NA	NA	m	22	NA	NA	on	991
human6	human	NA	NA	m	22	NA	NA	on	254
human6	human	NA	NA	m	22	NA	NA	on	404
human6	human	NA	NA	m	22	NA	NA	on	196
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	441
human6	human	NA	NA	m	22	NA	NA	on	573
human6	human	NA	NA	m	22	NA	NA	on	131
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	240
human6	human	NA	NA	m	22	NA	NA	on	237
human6	human	NA	NA	m	22	NA	NA	on	347
human6	human	NA	NA	m	22	NA	NA	on	440
human6	human	NA	NA	m	22	NA	NA	on	310
human6	human	NA	NA	m	22	NA	NA	on	98
human6	human	NA	NA	m	22	NA	NA	on	490
human6	human	NA	NA	m	22	NA	NA	on	327
human6	human	NA	NA	m	22	NA	NA	on	56
human6	human	NA	NA	m	22	NA	NA	on	427
human6	human	NA	NA	m	22	NA	NA	on	519
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	65
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	225
human6	human	NA	NA	m	22	NA	NA	on	289
human6	human	NA	NA	m	22	NA	NA	on	369
human6	human	NA	NA	m	22	NA	NA	on	176
human6	human	NA	NA	m	22	NA	NA	on	214
human6	human	NA	NA	m	22	NA	NA	on	442
human6	human	NA	NA	m	22	NA	NA	on	344
human6	human	NA	NA	m	22	NA	NA	on	369
human6	human	NA	NA	m	22	NA	NA	on	141
human6	human	NA	NA	m	22	NA	NA	on	73
human6	human	NA	NA	m	22	NA	NA	on	269
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	446
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	190
human6	human	NA	NA	m	22	NA	NA	on	431
human6	human	NA	NA	m	22	NA	NA	on	821
human6	human	NA	NA	m	22	NA	NA	on	761
human6	human	NA	NA	m	22	NA	NA	on	201
human6	human	NA	NA	m	22	NA	NA	on	461
human6	human	NA	NA	m	22	NA	NA	on	575
human6	human	NA	NA	m	22	NA	NA	on	196
human6	human	NA	NA	m	22	NA	NA	on	323
human6	human	NA	NA	m	22	NA	NA	on	301
human6	human	NA	NA	m	22	NA	NA	on	641
human6	human	NA	NA	m	22	NA	NA	on	397
human6	human	NA	NA	m	22	NA	NA	on	434
human6	human	NA	NA	m	22	NA	NA	on	212
human6	human	NA	NA	m	22	NA	NA	on	250
human6	human	NA	NA	m	22	NA	NA	on	294
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	286
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	293
human6	human	NA	NA	m	22	NA	NA	on	547
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	243
human6	human	NA	NA	m	22	NA	NA	on	242
human6	human	NA	NA	m	22	NA	NA	on	536
human6	human	NA	NA	m	22	NA	NA	on	194
human6	human	NA	NA	m	22	NA	NA	on	326
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	457
human6	human	NA	NA	m	22	NA	NA	on	497
human6	human	NA	NA	m	22	NA	NA	on	461
human6	human	NA	NA	m	22	NA	NA	on	376
human6	human	NA	NA	m	22	NA	NA	on	241
human6	human	NA	NA	m	22	NA	NA	on	128
human6	human	NA	NA	m	22	NA	NA	on	478
human6	human	NA	NA	m	22	NA	NA	on	277
human6	human	NA	NA	m	22	NA	NA	on	415
human6	human	NA	NA	m	22	NA	NA	on	94
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	152
human6	human	NA	NA	m	22	NA	NA	on	505
human6	human	NA	NA	m	22	NA	NA	on	242
human6	human	NA	NA	m	22	NA	NA	on	194
human6	human	NA	NA	m	22	NA	NA	on	409
human6	human	NA	NA	m	22	NA	NA	on	185
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	363
human6	human	NA	NA	m	22	NA	NA	on	465
human6	human	NA	NA	m	22	NA	NA	on	355
human6	human	NA	NA	m	22	NA	NA	on	392
human6	human	NA	NA	m	22	NA	NA	on	249
human6	human	NA	NA	m	22	NA	NA	on	597
human6	human	NA	NA	m	22	NA	NA	on	107
human6	human	NA	NA	m	22	NA	NA	on	184
human6	human	NA	NA	m	22	NA	NA	on	582
human6	human	NA	NA	m	22	NA	NA	on	187
human6	human	NA	NA	m	22	NA	NA	on	64
human6	human	NA	NA	m	22	NA	NA	off	NA
human6	human	NA	NA	m	22	NA	NA	on	495
human6	human	NA	NA	m	22	NA	NA	on	252
human6	human	NA	NA	m	22	NA	NA	on	282
human6	human	NA	NA	m	22	NA	NA	on	549
human6	human	NA	NA	m	22	NA	NA	on	112
human6	human	NA	NA	m	22	NA	NA	on	237
human6	human	NA	NA	m	22	NA	NA	on	287
human6	human	NA	NA	m	22	NA	NA	on	206
human6	human	NA	NA	m	22	NA	NA	on	479
human6	human	NA	NA	m	22	NA	NA	on	51
human6	human	NA	NA	m	22	NA	NA	off	NA
